time,rpm,tps,water,a/f
10:42.1,7467,40,84,14.67325
10:42.2,7275,20,84,15.80075
10:42.3,7151,13,84,15.82825
10:42.4,6913,7,85,19.5875
10:42.5,6408,7,85,19.50775
10:42.6,6147,7,85,21.133
10:42.7,5896,9,85,20.72875
10:42.8,6481,43,85,21.15775
10:42.9,7446,51,85,13.169
10:43.0,8120,66,85,16.09775
10:43.1,8442,7,85,20.99825
10:43.2,7341,7,85,19.45275
10:43.3,6537,7,85,20.0715
10:43.4,6277,7,85,21.15775
10:43.5,5737,7,85,20.82225
10:43.6,5253,7,85,20.1925
10:43.7,4805,7,85,21.27875
10:43.8,4668,10,85,19.62875
10:43.9,4483,11,85,21.199
10:44.0,4712,19,85,19.4665
10:44.1,4567,20,85,18.23175
10:44.2,4744,22,85,16.029
10:44.3,4959,23,85,13.477
10:44.4,5138,23,85,15.1435
10:44.5,5131,23,85,15.424
10:44.6,5114,23,85,13.82625
10:44.7,5317,23,85,15.2095
10:44.8,5411,24,85,13.8125
10:44.9,5453,32,85,15.37175
10:45.0,5879,43,85,13.9885
10:45.1,6443,43,85,15.413
10:45.2,6572,44,85,14.86025
10:45.3,7043,30,85,16.40575
10:45.4,6672,10,85,14.98125
10:45.5,6311,9,85,16.49925
10:45.6,6332,9,85,21.144
10:45.7,6071,10,85,19.6425
10:45.8,5944,10,85,20.891
10:45.9,5740,10,85,21.144
10:46.0,5530,10,85,19.57375
10:46.1,5357,10,85,20.99825
10:46.2,5152,11,85,21.06425
10:46.3,4832,13,85,21.144
10:46.4,4866,18,85,21.199
10:46.5,4900,19,85,17.25
10:46.6,5063,19,85,16.3645
10:46.7,5006,19,85,14.33775
10:46.8,4990,15,85,14.52475
10:46.9,4948,15,85,16.09775
10:47.0,4953,16,85,15.70725
10:47.1,5162,30,85,16.55425
10:47.2,5378,35,85,14.632
10:47.3,5748,39,85,13.9885
10:47.4,6528,45,85,14.04075
10:47.5,7056,45,85,14.91525
10:47.6,7275,45,85,16.16375
10:47.7,8688,9,85,20.5555
10:47.8,7126,9,85,21.09175
10:47.9,6751,10,85,19.736
10:48.0,6345,11,85,21.02575
10:48.1,5911,18,85,19.84325
10:48.2,5971,26,85,21.09175
10:48.3,6143,31,85,21.144
10:48.4,6015,27,85,17.8825
10:48.5,5488,7,85,17.547
10:48.6,5597,8,85,18.702
10:48.7,5501,8,85,19.615
10:48.8,5328,7,85,21.2265
10:48.9,5075,8,85,21.133
10:49.0,4907,10,85,19.60125
10:49.1,4774,16,85,21.24025
10:49.2,4822,20,85,21.1715
10:49.3,5124,33,85,19.72225
10:49.4,5372,37,85,17.53325
10:49.5,5642,37,85,12.7125
10:49.6,5222,19,85,13.466
10:49.7,5406,7,85,17.9375
10:49.8,4989,10,86,11.62625
10:49.9,5281,21,86,19.6425
10:50.0,5136,22,86,18.1905
10:50.1,5372,34,86,17.84125
10:50.2,5693,37,86,16.392
10:50.3,5415,9,86,14.269
10:50.4,5319,9,86,19.60125
10:50.5,5073,15,86,21.0505
10:50.6,5493,36,86,19.35925
10:50.7,6490,26,86,13.45225
10:50.8,6131,9,86,14.324
10:50.9,5952,11,86,17.01075
10:51.0,6017,12,86,18.768
10:51.1,5785,12,86,20.78375
10:51.2,5824,37,86,21.11925
10:51.3,6539,37,86,19.14475
10:51.4,6467,34,86,15.53125
10:51.5,6519,23,86,12.05525
10:51.6,6315,22,86,16.9695
10:51.7,6005,7,86,17.04925
10:51.8,5547,11,86,21.1715
10:51.9,5317,17,86,21.133
10:52.0,5395,21,86,19.57375
10:52.1,5377,22,86,21.078
10:52.2,5319,23,86,19.307
10:52.3,5537,32,86,14.48625
10:52.4,5794,34,86,14.61825
10:52.5,6204,34,86,15.65225
10:52.6,6405,35,86,14.2305
10:52.7,6670,39,86,16.40575
10:52.8,7115,43,86,15.98775
10:52.9,7643,43,86,16.28475
10:53.0,7868,42,86,16.56525
10:53.1,8426,12,86,19.681
10:53.2,7985,20,86,19.802
10:53.3,7744,27,86,19.8955
10:53.4,7812,35,86,20.91575
10:53.5,7924,38,86,19.60125
10:53.6,7716,34,86,20.473
10:53.7,7703,34,86,20.715
10:53.8,7828,40,86,20.341
10:53.9,7819,7,86,20.32725
10:54.0,7321,8,86,20.9845
10:54.1,6663,15,86,20.9845
10:54.2,6672,36,86,20.044
10:54.3,7609,46,86,20.20625
10:54.4,7259,17,86,19.7745
10:54.5,6644,9,86,14.2305
10:54.6,6485,7,86,21.06425
10:54.7,6056,10,86,21.012
10:54.8,6490,34,86,19.54625
10:54.9,6492,34,86,20.99825
10:55.0,6275,24,86,12.1075
10:55.1,5883,12,86,16.92825
10:55.2,5567,15,86,18.20425
10:55.3,5281,22,86,21.144
10:55.4,5980,43,86,20.78375
10:55.5,6419,6,86,13.15525
10:55.6,5540,10,86,21.11925
10:55.7,5311,21,86,19.96425
10:55.8,6001,30,86,12.377
10:55.9,6235,30,86,14.43125
10:56.0,6279,30,86,14.39
10:56.1,6375,30,86,16.35075
10:56.2,6546,30,86,15.31675
10:56.3,6823,35,86,16.7935
10:56.4,6972,35,86,16.71375
10:56.5,7192,27,86,14.874
10:56.6,6590,6,86,16.37825
10:56.7,6298,14,87,20.9295
10:56.8,6056,16,86,19.05125
10:56.9,5996,18,86,18.47375
10:57.0,5898,19,87,17.34625
10:57.1,6048,28,87,17.38475
10:57.2,6245,31,87,15.94925
10:57.3,6332,31,87,16.25725
10:57.4,6321,31,87,16.62025
10:57.5,6227,13,87,16.6065
10:57.6,5896,13,87,19.38675
10:57.7,6208,22,87,19.53525
10:57.8,6119,23,87,18.944
10:57.9,6388,30,87,18.01725
10:58.0,6220,31,87,15.908
10:58.1,6360,36,87,16.821
10:58.2,6646,37,87,16.43325
10:58.3,6813,37,87,14.753
10:58.4,6903,34,87,16.43325
10:58.5,7048,34,87,16.447
10:58.6,7062,30,87,14.09575
10:58.7,6898,24,87,15.358
10:58.8,7033,49,87,16.07025
10:58.9,10053,7,87,20.84975
10:59.0,9858,7,87,19.35925
10:59.1,9282,8,87,20.341
10:59.2,8632,8,87,20.90475
10:59.3,8322,16,87,19.81575
10:59.4,8907,41,87,20.87725
10:59.5,8561,55,87,14.36525
10:59.6,7747,19,87,20.97075
10:59.7,7335,19,87,20.957
10:59.8,7350,18,87,20.87725
10:59.9,7033,8,87,17.6405
11:00.0,6298,12,87,19.5215
11:00.1,5848,12,87,20.29975
11:00.2,5526,12,87,20.165
11:00.3,5301,12,87,21.133
11:00.4,5134,12,87,19.439
11:00.5,4960,12,87,20.352
11:00.6,4836,13,87,20.99825
11:00.7,5233,34,87,19.615
11:00.8,5358,34,87,18.75425
11:00.9,5448,34,87,13.598
11:01.0,5725,21,87,9.9185
11:01.1,4990,7,87,12.09375
11:01.2,5012,12,87,19.615
11:01.3,4961,16,87,21.0505
11:01.4,5074,28,87,19.4005
11:01.5,5287,30,87,15.12975
11:01.6,5415,34,87,14.808
11:01.7,5680,34,87,13.103
11:01.8,6050,40,87,14.76675
11:01.9,6405,40,87,13.58425
11:02.0,6858,28,87,15.52025
11:02.1,6858,28,87,14.31025
11:02.2,6998,28,87,13.8675
11:02.3,6957,8,88,14.0545
11:02.4,6308,6,88,14.28275
11:02.5,6366,6,88,20.2585
11:02.6,6117,6,88,19.57375
11:02.7,5859,6,88,20.91575
11:02.8,5615,6,88,21.078
11:02.9,5381,7,88,19.48025
11:03.0,5152,7,88,20.77
11:03.1,4916,7,88,20.91575
11:03.2,4733,10,87,19.35925
11:03.3,4699,15,88,21.09175
11:03.4,4849,15,88,21.1055
11:03.5,4556,15,88,18.71575
11:03.6,4657,18,88,18.339
11:03.7,4815,19,88,16.35075
11:03.8,4430,8,88,15.52025
11:03.9,5155,20,88,19.3455
11:04.0,4900,21,88,18.823
11:04.1,5158,24,88,14.269
11:04.2,5234,24,88,14.016
11:04.3,5289,24,87,14.808
11:04.4,5165,25,88,13.5595
11:04.5,5364,25,88,14.258
11:04.6,5530,34,88,13.18275
11:04.7,5776,36,88,14.808
11:04.8,6044,36,88,15.03625
11:04.9,6613,36,88,14.874
11:05.0,6791,29,88,15.22325
11:05.1,6926,29,88,13.61175
11:05.2,6653,19,88,14.445
11:05.3,6555,19,88,13.224
11:05.4,6472,31,88,15.73475
11:05.5,6923,38,88,15.12975
11:05.6,7242,40,88,15.2095
11:05.7,7681,41,88,11.74725
11:05.8,7706,42,88,12.2835
11:05.9,8092,28,88,17.239
11:06.0,7719,14,88,18.581
11:06.1,7431,8,88,20.94325
11:06.2,7186,7,88,19.5215
11:06.3,6944,8,88,20.75625
11:06.4,6530,11,88,19.494
11:06.5,6336,26,88,20.84975
11:06.6,7022,32,88,20.94325
11:06.7,6569,25,88,13.29
11:06.8,6653,25,88,16.09775
11:06.9,6713,25,88,15.963
11:07.0,6609,25,88,15.64125
11:07.1,6576,25,88,16.21875
11:07.2,6660,29,88,15.18475
11:07.3,6588,29,88,17.04925
11:07.4,6776,30,88,15.3855
11:07.5,6351,11,88,16.68625
11:07.6,6214,14,88,16.1225
11:07.7,6159,29,88,20.099
11:07.8,6349,32,88,16.95575
11:07.9,6239,27,88,16.997
11:08.0,6388,28,88,14.5
11:08.1,6304,28,88,16.19125
11:08.2,6501,34,88,14.8465
11:08.3,6870,42,88,16.21875
11:08.4,7161,44,88,16.2985
11:08.5,7533,44,88,14.3515
11:08.6,7799,44,88,15.89425
11:08.7,9182,76,88,15.34425
11:08.8,9694,8,88,20.836
11:08.9,9168,8,88,19.4005
11:09.0,8815,8,88,20.84975
11:09.1,7938,8,88,19.439
11:09.2,7485,8,88,20.87725
11:09.3,6845,8,88,19.42525
11:09.4,6510,7,88,21.02575
11:09.5,6169,7,88,19.87075
11:09.6,5790,7,88,21.078
11:09.7,5570,7,88,19.736
11:09.8,5308,7,88,20.20625
11:09.9,4876,8,88,19.69475
11:10.0,4661,10,88,20.9295
11:10.1,4487,11,88,21.18525
11:10.2,4383,11,88,19.62875
11:10.3,4359,11,88,20.97075
11:10.4,4680,26,88,21.21275
11:10.5,4109,6,88,17.0905
11:10.6,4222,13,88,14.12325
11:10.7,4604,6,88,16.86225
11:10.8,3969,17,88,21.15775
11:10.9,4621,44,88,20.97075
11:11.0,5092,45,88,17.184
11:11.1,5363,45,88,14.082
11:11.2,5765,51,88,11.57125
11:11.3,6237,51,88,12.48425
11:11.4,7250,51,88,14.82175
11:11.5,8064,50,88,16.19125
11:11.6,7741,14,88,20.99825
11:11.7,7275,17,88,20.8085
11:11.8,7142,23,88,20.99825
11:11.9,7102,28,88,19.21075
11:12.0,7009,30,88,16.13625
11:12.1,7035,31,88,16.997
11:12.2,7070,31,89,16.997
11:12.3,7145,31,89,16.876
11:12.4,7242,31,89,16.3645
11:12.5,7312,31,89,16.205
11:12.6,6931,22,89,15.80075
11:12.7,6744,22,89,16.029
11:12.8,6595,22,89,15.8695
11:12.9,6644,26,89,16.271
11:13.0,6706,29,89,16.92825
11:13.1,6732,29,89,17.02175
11:13.2,6825,29,89,15.03625
11:13.3,6985,31,89,14.79425
11:13.4,7378,41,89,13.8675
11:13.5,7668,44,89,16.37825
11:13.6,7387,9,89,17.77525
11:13.7,7295,9,89,20.97075
11:13.8,6677,7,89,21.02575
11:13.9,6508,7,89,19.54625
11:14.0,6334,7,89,20.649
11:14.1,6145,7,89,21.012
11:14.2,5941,8,89,19.53525
11:14.3,5776,8,89,21.012
11:14.4,5460,23,89,19.5875
11:14.5,5468,23,89,20.90475
11:14.6,5937,29,89,14.258
11:14.7,5956,28,89,15.98775
11:14.8,6119,27,89,14.7145
11:14.9,5907,13,89,14.21675
11:15.0,5351,13,89,16.271
11:15.1,5644,33,89,19.8295
11:15.2,6358,34,89,19.50775
11:15.3,5439,29,89,14.7145
11:15.4,6296,30,89,20.97075
11:15.5,5912,28,89,14.04075
11:15.6,6179,28,89,12.12125
11:15.7,6494,32,89,16.67525
11:15.8,6786,42,89,14.929
11:15.9,7019,42,89,15.97675
11:16.0,7309,42,89,16.15
11:16.1,7575,44,89,14.5
11:16.2,8009,54,89,15.89425
11:16.3,8660,26,89,15.19575
11:16.4,7924,17,89,15.94925
11:16.5,7506,7,89,20.9845
11:16.6,6873,7,89,21.03675
11:16.7,6708,7,89,19.439
11:16.8,6019,7,89,19.60125
11:16.9,5360,7,89,19.50775
11:17.0,5121,9,89,21.06425
11:17.1,4948,13,89,21.02575
11:17.2,4807,13,89,19.66725
11:17.3,4692,13,89,21.012
11:17.4,4713,13,89,18.8615
11:17.5,4894,22,89,18.75425
11:17.6,5152,27,89,13.9885
11:17.7,5198,27,89,15.18475
11:17.8,5386,27,89,13.70525
11:17.9,5374,27,89,13.33125
11:18.0,5391,27,89,15.07475
11:18.1,5331,18,89,13.88125
11:18.2,4961,13,89,14.082
11:18.3,5029,13,89,16.76875
11:18.4,4912,13,89,19.681
11:18.5,4981,18,89,20.20625
11:18.6,5070,27,89,15.22325
11:18.7,5354,28,89,15.34425
11:18.8,5542,30,89,13.1965
11:18.9,5680,30,89,14.874
11:19.0,5875,31,89,15.05
11:19.1,6300,31,89,15.53125
11:19.2,6313,23,89,15.6
11:19.3,6296,13,89,14.45875
11:19.4,6064,18,89,15.64125
11:19.5,5742,16,89,15.545
11:19.6,5587,16,89,15.97675
11:19.7,5519,20,89,18.526
11:19.8,5553,22,89,18.768
11:19.9,5637,31,89,17.7615
11:20.0,5837,30,89,15.98775
11:20.1,6143,30,89,15.52025
11:20.2,6161,30,89,13.82625
11:20.3,6449,31,89,14.6595
11:20.4,6613,35,89,16.40575
11:20.5,6710,35,89,16.7
11:20.6,6625,9,89,15.545
11:20.7,6456,11,89,20.8085
11:20.8,6722,28,89,20.99825
11:20.9,6756,33,89,18.32525
11:21.0,6888,34,89,11.63725
11:21.1,7153,35,89,13.82625
11:21.2,7233,36,89,15.1435
11:21.3,7452,40,89,14.8465
11:21.4,7841,44,89,16.7935
11:21.5,7270,7,89,19.48025
11:21.6,7104,9,89,20.9845
11:21.7,6906,9,89,20.87725
11:21.8,6653,9,89,19.5215
11:21.9,6381,9,89,20.957
11:22.0,5922,9,89,19.7635
11:22.1,5657,9,89,21.133
11:22.2,5227,9,89,20.5555
11:22.3,5045,14,89,20.9845
11:22.4,5078,18,90,19.681
11:22.5,5192,19,90,20.84975
11:22.6,4936,19,90,20.97075
11:22.7,5095,19,90,16.6065
11:22.8,5089,19,90,16.95575
11:22.9,5089,19,90,16.40575
11:23.0,5146,19,90,14.324
11:23.1,5163,19,90,14.28275
11:23.2,5214,25,90,16.01525
11:23.3,5431,40,90,16.13625
11:23.4,5740,44,90,14.00225
11:23.5,6208,45,90,13.961
11:23.6,6815,47,90,11.101
11:23.7,7214,48,90,11.398
11:23.8,8155,49,90,17.07675
11:23.9,7975,24,90,19.35925
11:24.0,8023,24,90,19.4005
11:24.1,7643,24,90,20.9295
11:24.2,7352,19,90,20.891
11:24.3,7352,38,90,15.55875
11:24.4,7399,36,90,15.05
11:24.5,7324,33,90,15.116
11:24.6,7684,38,90,15.70725
11:24.7,7815,38,90,17.8825
11:24.8,7891,38,90,17.1565
11:24.9,7588,20,90,18.647
11:25.0,7649,20,90,19.494
11:25.1,7408,20,90,18.7955
11:25.2,6993,18,90,17.72025
11:25.3,6754,18,90,14.9015
11:25.4,6503,14,90,15.171
11:25.5,6845,34,90,16.3645
11:25.6,6954,32,90,12.432
11:25.7,6954,34,90,12.69875
11:25.8,7014,42,90,14.1755
11:25.9,7757,48,90,15.07475
11:26.0,7845,36,90,16.04275
11:26.1,7281,20,90,16.876
11:26.2,6835,7,90,18.3665
11:26.3,6239,7,90,19.50775
11:26.4,5692,10,90,21.0505
11:26.5,5529,10,90,19.45275
11:26.6,5253,10,90,20.8085
11:26.7,5044,17,90,20.9845
11:26.8,5096,24,90,19.60125
11:26.9,6015,51,90,12.69875
11:27.0,6936,51,90,14.203
11:27.1,7476,51,90,16.513
11:27.2,7868,52,90,17.5745
11:27.3,9036,7,90,18.823
11:27.4,7805,7,90,20.84975
11:27.5,7618,7,90,20.91575
11:27.6,7332,7,90,19.4665
11:27.7,6034,11,90,19.45275
11:27.8,5826,11,90,21.012
11:27.9,5563,11,90,19.8845
11:28.0,5338,11,90,20.352
11:28.1,5106,11,90,20.9845
11:28.2,4884,11,90,19.7085
11:28.3,4733,11,90,20.56925
11:28.4,4573,17,90,19.7085
11:28.5,5037,18,90,20.08525
11:28.6,4610,18,90,17.65425
11:28.7,4862,18,90,15.1435
11:28.8,4863,7,90,15.6275
11:28.9,4167,8,90,15.70725
11:29.0,4503,10,90,17.6955
11:29.1,4401,18,90,21.078
11:29.2,5017,33,90,21.1055
11:29.3,5081,34,90,16.4195
11:29.4,5355,43,90,13.21025
11:29.5,5830,46,90,12.1625
11:29.6,6227,46,90,12.20375
11:29.7,6795,46,90,14.082
11:29.8,7192,48,90,15.98775
11:29.9,7760,33,90,15.0225
11:30.0,6908,7,90,16.271
11:30.1,6795,9,90,16.92825
11:30.2,6474,9,90,21.02575
11:30.3,5790,12,90,19.5875
11:30.4,5582,12,90,21.078
11:30.5,5392,13,90,20.97075
11:30.6,5257,13,90,19.6425
11:30.7,5299,19,90,16.28475
11:30.8,5128,19,90,16.7
11:30.9,5262,19,90,14.8465
11:31.0,5097,13,90,16.04275
11:31.1,5163,19,90,15.34425
11:31.2,5182,20,90,14.48625
11:31.3,5347,34,90,14.203
11:31.4,5813,34,90,14.511
11:31.5,5861,34,90,13.70525
11:31.6,6266,34,90,10.22925
11:31.7,6421,34,90,12.02775
11:31.8,6720,36,90,13.8675
11:31.9,6751,40,90,15.479
11:32.0,7373,53,90,14.45875
11:32.1,9010,9,90,20.9295
11:32.2,8355,13,90,20.3135
11:32.3,7978,13,90,20.94325
11:32.4,7581,19,91,19.802
11:32.5,7181,19,91,20.77
11:32.6,6860,19,90,20.957
11:32.7,6576,19,90,17.118
11:32.8,6656,38,90,15.7595
11:32.9,7267,45,90,17.91
11:33.0,6425,6,91,21.144
11:33.1,6159,6,91,19.50775
11:33.2,5948,6,91,21.06425
11:33.3,5735,6,91,21.15775
11:33.4,5464,7,91,19.4005
11:33.5,5231,9,91,21.2925
11:33.6,5014,10,91,20.2585
11:33.7,5111,19,91,21.21275
11:33.8,4948,22,91,19.78825
11:33.9,5111,16,91,17.26375
11:34.0,4522,6,91,15.237
11:34.1,4633,6,91,20.48675
11:34.2,4388,10,91,19.62875
11:34.3,4434,20,91,21.11925
11:34.4,4989,32,91,21.012
11:34.5,5145,33,91,18.7295
11:34.6,5347,20,91,13.961
11:34.7,4552,7,91,12.498
11:34.8,4181,8,91,19.57375
11:34.9,4464,34,91,19.72225
11:35.0,5135,39,91,16.634
11:35.1,5366,39,91,11.101
11:35.2,5550,32,91,13.63925
11:35.3,5863,25,91,12.432
11:35.4,5420,8,91,13.719
11:35.5,5262,18,91,15.116
11:35.6,6181,37,91,19.50775
11:35.7,6186,37,91,20.9295
11:35.8,6469,37,91,13.24875
11:35.9,6744,37,91,10.2815
11:36.0,6991,19,91,13.6255
11:36.1,6781,18,91,15.237
11:36.2,6890,18,91,13.39725
11:36.3,6759,18,91,14.445
11:36.4,6496,7,91,14.52475
11:36.5,6252,7,91,15.10225
11:36.6,5795,7,91,20.44825
11:36.7,5545,7,91,19.60125
11:36.8,5311,7,91,21.1055
11:36.9,4925,22,91,20.29975
11:37.0,5690,36,91,14.2965
11:37.1,6264,42,91,13.84
11:37.2,6848,42,91,15.53125
11:37.3,7134,41,91,16.271
11:37.4,7361,41,91,16.04275
11:37.5,7615,41,91,14.379
11:37.6,8191,41,91,15.43775
11:37.7,8085,58,91,20.97075
11:37.8,8778,23,91,13.36975
11:37.9,7793,10,91,20.94325
11:38.0,7290,10,91,20.97075
11:38.1,6880,10,91,20.94325
11:38.2,7452,45,91,20.9295
11:38.3,7455,24,91,14.258
11:38.4,6623,27,92,18.0035
11:38.5,7344,14,92,19.6425
11:38.6,6225,6,92,14.31025
11:38.7,6192,7,92,18.218
11:38.8,6143,6,92,19.5875
11:38.9,5952,6,92,21.078
11:39.0,5693,7,92,21.012
11:39.1,5472,7,92,19.62875
11:39.2,5292,50,92,21.2265
11:39.3,6599,63,92,21.133
11:39.4,6048,23,92,13.5595
11:39.5,5751,8,92,16.4855
11:39.6,5305,16,92,17.8165
11:39.7,5428,12,92,12.619
11:39.8,5617,22,92,15.97675
11:39.9,5899,6,92,19.84325
11:40.0,5735,8,92,19.62875
11:40.1,5578,8,92,21.06425
11:40.2,5316,11,92,21.11925
11:40.3,5269,28,92,19.57375
11:40.4,5959,33,92,21.03675
11:40.5,5709,34,92,16.19125
11:40.6,6079,35,92,10.63075
11:40.7,6578,36,92,15.12975
11:40.8,6734,36,92,14.2305
11:40.9,6706,21,92,16.37825
11:41.0,6512,21,92,16.52675
11:41.1,6667,28,92,16.74125
11:41.2,6903,29,92,15.94925
11:41.3,6572,29,92,15.10225
11:41.4,6616,29,92,16.821
11:41.5,6756,26,92,15.8805
11:41.6,6725,26,92,16.13625
11:41.7,6727,29,92,14.16175
11:41.8,6732,11,92,16.16375
11:41.9,6200,8,92,19.6425
11:42.0,5774,18,92,19.615
11:42.1,7040,41,92,12.619
11:42.2,7131,42,92,13.8675
11:42.3,7236,31,92,14.5935
11:42.4,6604,12,92,14.5385
11:42.5,6720,43,92,19.48025
11:42.6,7904,53,92,19.66725
11:42.7,8071,48,92,14.64575
11:42.8,8355,56,92,13.57325
11:42.9,8314,57,92,16.83475
11:43.0,8608,60,92,16.5405
11:43.1,9282,7,93,19.48025
11:43.2,9018,9,93,20.78375
11:43.3,8724,10,93,21.03675
11:43.4,8141,10,93,20.99825
11:43.5,7874,18,93,21.02575
11:43.6,7770,36,93,21.0505
11:43.7,8102,35,93,17.426
11:43.8,7938,42,93,15.303
11:43.9,8223,46,93,16.76875
11:44.0,8430,49,93,18.41875
11:44.1,8794,25,93,14.0545
11:44.2,8457,18,93,19.131
11:44.3,8227,12,93,20.66275
11:44.4,8002,12,93,20.91575
11:44.5,7802,12,93,19.5215
11:44.6,7051,13,93,19.41425
11:44.7,6771,13,93,20.957
11:44.8,6351,14,93,19.5215
11:44.9,6111,13,93,20.6215
11:45.0,5466,7,93,19.48025
11:45.1,5221,14,93,21.133
11:45.2,4985,14,93,20.7425
11:45.3,5033,23,93,19.38675
11:45.4,5162,24,93,21.1715
11:45.5,5179,25,93,18.83675
11:45.6,5308,30,93,14.79425
11:45.7,5493,33,93,15.53125
11:45.8,5688,37,93,14.02975
11:45.9,5992,43,93,13.42475
11:46.0,6414,46,93,15.18475
11:46.1,6840,57,93,13.8675
11:46.2,8692,36,93,16.876
11:46.3,7338,16,93,17.34625
11:46.4,6623,6,93,21.133
11:46.5,6044,7,93,21.1055
11:46.6,5592,7,93,19.48025
11:46.7,5369,7,93,21.1055
11:46.8,5128,7,93,19.96425
11:46.9,4904,10,93,19.62875
11:47.0,4728,10,93,21.199
11:47.1,4531,16,93,20.15125
11:47.2,4868,17,93,21.1055
11:47.3,4567,18,93,19.5875
11:47.4,4785,18,93,17.29125
11:47.5,4256,6,93,16.19125
11:47.6,4152,13,93,13.895
11:47.7,4894,17,93,19.2245
11:47.8,4618,23,93,21.15775
11:47.9,4781,30,93,16.62025
11:48.0,5209,30,93,15.97675
11:48.1,5325,28,93,14.28275
11:48.2,5341,28,93,12.861
11:48.3,5535,28,93,14.269
11:48.4,5358,21,93,14.86025
11:48.5,5357,17,93,13.477
11:48.6,5275,16,93,15.9355
11:48.7,5189,16,93,15.842
11:48.8,5222,18,93,14.8355
11:48.9,5804,56,93,14.61825
11:49.0,6231,53,93,11.74725
11:49.1,6898,49,93,12.1625
11:49.2,6875,26,93,12.14875
11:49.3,6674,24,93,14.06825
11:49.4,6788,24,93,14.753
11:49.5,6749,20,93,14.2305
11:49.6,6572,18,93,15.25075
11:49.7,6465,18,93,13.653
11:49.8,6202,18,93,15.3855
11:49.9,6243,18,93,15.6275
11:50.0,6141,18,93,17.10425
11:50.1,6077,23,93,17.84125
11:50.2,6343,33,93,15.842
11:50.3,6432,34,93,17.063
11:50.4,6646,34,93,14.808
11:50.5,6766,33,93,16.43325
11:50.6,6768,30,93,15.7595
11:50.7,6377,7,93,20.473
11:50.8,6194,7,93,19.439
11:50.9,5961,12,93,21.15775
11:51.0,5892,17,93,19.60125
11:51.1,5783,26,93,20.45925
11:51.2,6254,43,93,20.15125
11:51.3,6835,41,93,15.303
11:51.4,6893,31,93,13.27625
11:51.5,6494,23,93,11.81325
11:51.6,6551,23,93,15.67975
11:51.7,6576,13,93,16.67525
11:51.8,5988,10,93,14.94275
11:51.9,6461,50,93,21.03675
11:52.0,7378,40,94,19.74975
11:52.1,7309,42,93,12.26975
11:52.2,7194,15,94,11.78575
11:52.3,6918,9,94,18.44625
11:52.4,6786,9,94,19.81575
11:52.5,6530,12,93,19.42525
11:52.6,6567,29,94,21.11925
11:52.7,7099,33,93,19.07875
11:52.8,6885,34,93,13.66675
11:52.9,6936,31,94,12.6465
11:53.0,7075,31,94,16.64775
11:53.1,7153,34,94,16.392
11:53.2,7449,39,94,16.07025
11:53.3,7674,39,94,14.60725
11:53.4,8078,47,94,17.17025
11:53.5,8522,53,94,16.21875
11:53.6,9001,65,94,16.07025
11:53.7,9889,9,94,19.50775
11:53.8,9155,8,94,20.7425
11:53.9,8802,7,94,20.891
11:54.0,8245,7,94,20.8085
11:54.1,7918,8,94,20.94325
11:54.2,6853,9,94,20.90475
11:54.3,6501,8,94,21.012
11:54.4,6021,7,94,19.41425
11:54.5,5474,7,94,19.5875
11:54.6,5296,7,94,21.15775
11:54.7,5001,7,94,21.1055
11:54.8,4812,7,94,19.373
11:54.9,4582,7,94,21.254
11:55.0,4353,7,94,20.20625
11:55.1,4127,8,94,20.0715
11:55.2,3984,10,94,20.957
11:55.3,3949,10,94,19.62875
11:55.4,3898,10,94,20.72875
11:55.5,3921,10,94,20.957
11:55.6,4070,26,94,18.53975
11:55.7,4378,31,94,19.23825
11:55.8,4404,8,94,15.5065
11:55.9,3886,18,94,11.75825
11:56.0,4851,27,94,15.89425
11:56.1,4783,18,94,17.976
11:56.2,4985,17,94,11.66475
11:56.3,5127,24,94,13.90875
11:56.4,5237,27,94,14.929
11:56.5,5659,42,94,13.532
11:56.6,5914,44,94,14.98125
11:56.7,6490,44,94,10.4025
11:56.8,6825,45,94,12.982
11:56.9,7575,51,94,14.1095
11:57.0,8733,52,94,17.17025
11:57.1,9968,58,94,13.97475
11:57.2,10240,24,94,18.53975
11:57.3,10102,8,94,20.87725
11:57.4,8745,18,94,21.06425
11:57.5,8480,19,94,19.38675
11:57.6,8184,22,94,21.012
11:57.7,7944,22,94,20.24475
11:57.8,7709,23,94,20.165
11:57.9,7461,26,94,21.02575
11:58.0,7560,32,94,20.63525
11:58.1,7482,33,94,20.24475
11:58.2,7425,33,94,18.647
11:58.3,7548,33,94,16.35075
11:58.4,7584,33,94,17.96225
11:58.5,7618,33,94,16.35075
11:58.6,7640,33,94,17.98975
11:58.7,7473,25,94,18.44625
11:58.8,7259,25,94,18.3115
11:58.9,7203,25,94,17.98975
11:59.0,7159,25,94,16.876
11:59.1,7113,25,94,14.88775
11:59.2,6993,25,94,14.98125
11:59.3,6921,26,94,15.65225
11:59.4,6855,26,94,16.88975
11:59.5,6800,26,94,15.31675
11:59.6,6764,27,94,16.997
11:59.7,6813,32,94,17.19775
11:59.8,7072,36,94,15.73475
11:59.9,7094,37,94,16.67525
12:00.0,7327,38,94,16.71375
12:00.1,7690,43,94,16.47175
12:00.2,8457,53,94,15.55875
12:00.3,7773,11,94,15.0225
12:00.4,7563,11,94,20.24475
12:00.5,7416,11,94,19.4005
12:00.6,7275,11,94,21.0505
12:00.7,7078,11,94,19.736
12:00.8,6873,18,95,19.41425
